Data Medicao;TEMPERATURA MEDIA, MENSAL (AUT)(°C);Nome;Codigo Estacao;Latitude;Longitude;Y;X;Ano
;; BRAGANCA PAULISTA; A821;-2295194444;-4653055554;-22,95194444;-46,53055554;
;; BRAGANCA PAULISTA; A822;-2295194444;-4653055554;-22,95194444;-46,53055554;
;; BRAGANCA PAULISTA; A823;-2295194444;-4653055554;-22,95194444;-46,53055554;
;; BRAGANCA PAULISTA; A824;-2295194444;-4653055554;-22,95194444;-46,53055554;
;; BRAGANCA PAULISTA; A825;-2295194444;-4653055554;-22,95194444;-46,53055554;
;; BRAGANCA PAULISTA; A826;-2295194444;-4653055554;-22,95194444;-46,53055554;
;; BRAGANCA PAULISTA; A827;-2295194444;-4653055554;-22,95194444;-46,53055554;
;; BRAGANCA PAULISTA; A828;-2295194444;-4653055554;-22,95194444;-46,53055554;
;; BRAGANCA PAULISTA; A829;-2295194444;-4653055554;-22,95194444;-46,53055554;
;; BRAGANCA PAULISTA; A830;-2295194444;-4653055554;-22,95194444;-46,53055554;
;; BRAGANCA PAULISTA; A831;-2295194444;-4653055554;-22,95194444;-46,53055554;
;; BRAGANCA PAULISTA; A832;-2295194444;-4653055554;-22,95194444;-46,53055554;
;; BRAGANCA PAULISTA; A833;-2295194444;-4653055554;-22,95194444;-46,53055554;
;; BRAGANCA PAULISTA; A834;-2295194444;-4653055554;-22,95194444;-46,53055554;
;; BRAGANCA PAULISTA; A835;-2295194444;-4653055554;-22,95194444;-46,53055554;
;; BRAGANCA PAULISTA; A836;-2295194444;-4653055554;-22,95194444;-46,53055554;
;; BRAGANCA PAULISTA; A837;-2295194444;-4653055554;-22,95194444;-46,53055554;
;; BRAGANCA PAULISTA; A838;-2295194444;-4653055554;-22,95194444;-46,53055554;
;; BRAGANCA PAULISTA; A839;-2295194444;-4653055554;-22,95194444;-46,53055554;
;; BRAGANCA PAULISTA; A840;-2295194444;-4653055554;-22,95194444;-46,53055554;
;; BRAGANCA PAULISTA; A841;-2295194444;-4653055554;-22,95194444;-46,53055554;
;; BRAGANCA PAULISTA; A842;-2295194444;-4653055554;-22,95194444;-46,53055554;
;; BRAGANCA PAULISTA; A843;-2295194444;-4653055554;-22,95194444;-46,53055554;
;; BRAGANCA PAULISTA; A844;-2295194444;-4653055554;-22,95194444;-46,53055554;
;; BRAGANCA PAULISTA; A845;-2295194444;-4653055554;-22,95194444;-46,53055554;
;; BRAGANCA PAULISTA; A846;-2295194444;-4653055554;-22,95194444;-46,53055554;
;; BRAGANCA PAULISTA; A847;-2295194444;-4653055554;-22,95194444;-46,53055554;
;; BRAGANCA PAULISTA; A848;-2295194444;-4653055554;-22,95194444;-46,53055554;
;; BRAGANCA PAULISTA; A849;-2295194444;-4653055554;-22,95194444;-46,53055554;
;; BRAGANCA PAULISTA; A850;-2295194444;-4653055554;-22,95194444;-46,53055554;
;; BRAGANCA PAULISTA; A851;-2295194444;-4653055554;-22,95194444;-46,53055554;
;; BRAGANCA PAULISTA; A852;-2295194444;-4653055554;-22,95194444;-46,53055554;
;; BRAGANCA PAULISTA; A853;-2295194444;-4653055554;-22,95194444;-46,53055554;
;; BRAGANCA PAULISTA; A854;-2295194444;-4653055554;-22,95194444;-46,53055554;
;; BRAGANCA PAULISTA; A855;-2295194444;-4653055554;-22,95194444;-46,53055554;
;; BRAGANCA PAULISTA; A856;-2295194444;-4653055554;-22,95194444;-46,53055554;
;; BRAGANCA PAULISTA; A857;-2295194444;-4653055554;-22,95194444;-46,53055554;
;; BRAGANCA PAULISTA; A858;-2295194444;-4653055554;-22,95194444;-46,53055554;
;; BRAGANCA PAULISTA; A859;-2295194444;-4653055554;-22,95194444;-46,53055554;
;; BRAGANCA PAULISTA; A860;-2295194444;-4653055554;-22,95194444;-46,53055554;
;; BRAGANCA PAULISTA; A861;-2295194444;-4653055554;-22,95194444;-46,53055554;
;; BRAGANCA PAULISTA; A862;-2295194444;-4653055554;-22,95194444;-46,53055554;
;; BRAGANCA PAULISTA; A863;-2295194444;-4653055554;-22,95194444;-46,53055554;
;; BRAGANCA PAULISTA; A864;-2295194444;-4653055554;-22,95194444;-46,53055554;
10/31/2017;; CACHOEIRA PAULISTA; A769;-2268888888;-4500555555;-22,68888888;-45,00555555;2017
11/30/2017;22,121061; CACHOEIRA PAULISTA; A770;-2268888888;-4500555555;-22,68888888;-45,00555555;2017
12/31/2017;23,715507; CACHOEIRA PAULISTA; A771;-2268888888;-4500555555;-22,68888888;-45,00555555;2017
1/31/2018;23,372651; CACHOEIRA PAULISTA; A772;-2268888888;-4500555555;-22,68888888;-45,00555555;2018
2/28/2018;23,046875; CACHOEIRA PAULISTA; A773;-2268888888;-4500555555;-22,68888888;-45,00555555;2018
3/31/2018;24,070528; CACHOEIRA PAULISTA; A774;-2268888888;-4500555555;-22,68888888;-45,00555555;2018
4/30/2018;21,496667; CACHOEIRA PAULISTA; A775;-2268888888;-4500555555;-22,68888888;-45,00555555;2018
5/31/2018;18,996884; CACHOEIRA PAULISTA; A776;-2268888888;-4500555555;-22,68888888;-45,00555555;2018
6/30/2018;18,695863; CACHOEIRA PAULISTA; A777;-2268888888;-4500555555;-22,68888888;-45,00555555;2018
7/31/2018;18,108468; CACHOEIRA PAULISTA; A778;-2268888888;-4500555555;-22,68888888;-45,00555555;2018
8/31/2018;18,524731; CACHOEIRA PAULISTA; A779;-2268888888;-4500555555;-22,68888888;-45,00555555;2018
9/30/2018;20,956465; CACHOEIRA PAULISTA; A780;-2268888888;-4500555555;-22,68888888;-45,00555555;2018
10/31/2018;21,809946; CACHOEIRA PAULISTA; A781;-2268888888;-4500555555;-22,68888888;-45,00555555;2018
11/30/2018;22,455694; CACHOEIRA PAULISTA; A782;-2268888888;-4500555555;-22,68888888;-45,00555555;2018
12/31/2018;23,81707; CACHOEIRA PAULISTA; A783;-2268888888;-4500555555;-22,68888888;-45,00555555;2018
1/31/2019;25,083199; CACHOEIRA PAULISTA; A784;-2268888888;-4500555555;-22,68888888;-45,00555555;2019
2/28/2019;23,941667; CACHOEIRA PAULISTA; A785;-2268888888;-4500555555;-22,68888888;-45,00555555;2019
3/31/2019;23,197446; CACHOEIRA PAULISTA; A786;-2268888888;-4500555555;-22,68888888;-45,00555555;2019
4/30/2019;22,785694; CACHOEIRA PAULISTA; A787;-2268888888;-4500555555;-22,68888888;-45,00555555;2019
5/31/2019;20,740323; CACHOEIRA PAULISTA; A788;-2268888888;-4500555555;-22,68888888;-45,00555555;2019
6/30/2019;18,366528; CACHOEIRA PAULISTA; A789;-2268888888;-4500555555;-22,68888888;-45,00555555;2019
7/31/2019;16,565591; CACHOEIRA PAULISTA; A790;-2268888888;-4500555555;-22,68888888;-45,00555555;2019
8/31/2019;17,94945; CACHOEIRA PAULISTA; A791;-2268888888;-4500555555;-22,68888888;-45,00555555;2019
9/30/2019;21,245556; CACHOEIRA PAULISTA; A792;-2268888888;-4500555555;-22,68888888;-45,00555555;2019
10/31/2019;23,078763; CACHOEIRA PAULISTA; A793;-2268888888;-4500555555;-22,68888888;-45,00555555;2019
11/30/2019;22,624861; CACHOEIRA PAULISTA; A794;-2268888888;-4500555555;-22,68888888;-45,00555555;2019
12/31/2019;23,462903; CACHOEIRA PAULISTA; A795;-2268888888;-4500555555;-22,68888888;-45,00555555;2019
1/31/2020;23,88871; CACHOEIRA PAULISTA; A796;-2268888888;-4500555555;-22,68888888;-45,00555555;2020
2/29/2020;23,065805; CACHOEIRA PAULISTA; A797;-2268888888;-4500555555;-22,68888888;-45,00555555;2020
3/31/2020;22,201882; CACHOEIRA PAULISTA; A798;-2268888888;-4500555555;-22,68888888;-45,00555555;2020
4/30/2020;20,774444; CACHOEIRA PAULISTA; A799;-2268888888;-4500555555;-22,68888888;-45,00555555;2020
5/31/2020;17,960484; CACHOEIRA PAULISTA; A800;-2268888888;-4500555555;-22,68888888;-45,00555555;2020
6/30/2020;19,265139; CACHOEIRA PAULISTA; A801;-2268888888;-4500555555;-22,68888888;-45,00555555;2020
7/31/2020;18,648118; CACHOEIRA PAULISTA; A802;-2268888888;-4500555555;-22,68888888;-45,00555555;2020
8/31/2020;18,480242; CACHOEIRA PAULISTA; A803;-2268888888;-4500555555;-22,68888888;-45,00555555;2020
9/30/2020;23,29625; CACHOEIRA PAULISTA; A804;-2268888888;-4500555555;-22,68888888;-45,00555555;2020
10/31/2020;23,433179; CACHOEIRA PAULISTA; A805;-2268888888;-4500555555;-22,68888888;-45,00555555;2020
11/30/2020;; CACHOEIRA PAULISTA; A806;-2268888888;-4500555555;-22,68888888;-45,00555555;2020
12/31/2020;; CACHOEIRA PAULISTA; A807;-2268888888;-4500555555;-22,68888888;-45,00555555;2020
1/31/2021;; CACHOEIRA PAULISTA; A808;-2268888888;-4500555555;-22,68888888;-45,00555555;2021
2/28/2021;; CACHOEIRA PAULISTA; A809;-2268888888;-4500555555;-22,68888888;-45,00555555;2021
3/31/2021;; CACHOEIRA PAULISTA; A810;-2268888888;-4500555555;-22,68888888;-45,00555555;2021
4/30/2021;; CACHOEIRA PAULISTA; A811;-2268888888;-4500555555;-22,68888888;-45,00555555;2021
5/31/2021;; CACHOEIRA PAULISTA; A812;-2268888888;-4500555555;-22,68888888;-45,00555555;2021
6/30/2021;; CACHOEIRA PAULISTA; A813;-2268888888;-4500555555;-22,68888888;-45,00555555;2021
7/31/2021;; CACHOEIRA PAULISTA; A814;-2268888888;-4500555555;-22,68888888;-45,00555555;2021
8/31/2021;; CACHOEIRA PAULISTA; A815;-2268888888;-4500555555;-22,68888888;-45,00555555;2021
9/30/2021;; CACHOEIRA PAULISTA; A816;-2268888888;-4500555555;-22,68888888;-45,00555555;2021
10/31/2021;; CACHOEIRA PAULISTA; A817;-2268888888;-4500555555;-22,68888888;-45,00555555;2021
11/30/2021;; CACHOEIRA PAULISTA; A818;-2268888888;-4500555555;-22,68888888;-45,00555555;2021
12/31/2021;; CACHOEIRA PAULISTA; A819;-2268888888;-4500555555;-22,68888888;-45,00555555;2021
1/31/2022;; CACHOEIRA PAULISTA; A820;-2268888888;-4500555555;-22,68888888;-45,00555555;2022
2/28/2022;; CACHOEIRA PAULISTA; A821;-2268888888;-4500555555;-22,68888888;-45,00555555;2022
3/31/2022;24,426882; CACHOEIRA PAULISTA; A822;-2268888888;-4500555555;-22,68888888;-45,00555555;2022
4/30/2022;21,801389; CACHOEIRA PAULISTA; A823;-2268888888;-4500555555;-22,68888888;-45,00555555;2022
5/31/2022;18,404435; CACHOEIRA PAULISTA; A824;-2268888888;-4500555555;-22,68888888;-45,00555555;2022
6/30/2022;17,451504; CACHOEIRA PAULISTA; A825;-2268888888;-4500555555;-22,68888888;-45,00555555;2022
7/31/2022;18,720737; CACHOEIRA PAULISTA; A826;-2268888888;-4500555555;-22,68888888;-45,00555555;2022
8/31/2022;18,563889; CACHOEIRA PAULISTA; A827;-2268888888;-4500555555;-22,68888888;-45,00555555;2022
9/30/2022;19,009167; CACHOEIRA PAULISTA; A828;-2268888888;-4500555555;-22,68888888;-45,00555555;2022
10/31/2022;22,672043; CACHOEIRA PAULISTA; A829;-2268888888;-4500555555;-22,68888888;-45,00555555;2022
11/30/2022;20,527984; CACHOEIRA PAULISTA; A830;-2268888888;-4500555555;-22,68888888;-45,00555555;2022
12/31/2022;22,462361; CACHOEIRA PAULISTA; A831;-2268888888;-4500555555;-22,68888888;-45,00555555;2022
1/31/2023;23,098412; CACHOEIRA PAULISTA; A832;-2268888888;-4500555555;-22,68888888;-45,00555555;2023
;; CACHOEIRA PAULISTA; A833;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A834;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A835;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A836;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A837;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A838;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A839;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A840;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A841;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A842;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A843;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A844;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A845;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A846;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A847;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A848;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A849;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A850;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A851;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A852;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A853;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A854;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A855;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A856;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A857;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A858;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A859;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A860;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A861;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A862;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A863;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A864;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A865;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A866;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A867;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A868;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A869;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A870;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A871;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A872;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A873;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A874;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A875;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A876;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A877;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A878;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A879;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A880;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A881;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A882;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A883;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A884;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A885;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A886;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A887;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A888;-2268888888;-4500555555;-22,68888888;-45,00555555;
;; CACHOEIRA PAULISTA; A889;-2268888888;-4500555555;-22,68888888;-45,00555555;
1/31/2013;16,499866; CAMPOS DO JORDAO; A706;-2275027777;-4560388888;-22,75027777;-45,60388888;2013
2/28/2013;17,172024; CAMPOS DO JORDAO; A707;-2275027777;-4560388888;-22,75027777;-45,60388888;2013
3/31/2013;16,716267; CAMPOS DO JORDAO; A708;-2275027777;-4560388888;-22,75027777;-45,60388888;2013
4/30/2013;14,185556; CAMPOS DO JORDAO; A709;-2275027777;-4560388888;-22,75027777;-45,60388888;2013
5/31/2013;12,700403; CAMPOS DO JORDAO; A710;-2275027777;-4560388888;-22,75027777;-45,60388888;2013
6/30/2013;12,711383; CAMPOS DO JORDAO; A711;-2275027777;-4560388888;-22,75027777;-45,60388888;2013
7/31/2013;11,381978; CAMPOS DO JORDAO; A712;-2275027777;-4560388888;-22,75027777;-45,60388888;2013
8/31/2013;12,401478; CAMPOS DO JORDAO; A713;-2275027777;-4560388888;-22,75027777;-45,60388888;2013
9/30/2013;14,033194; CAMPOS DO JORDAO; A714;-2275027777;-4560388888;-22,75027777;-45,60388888;2013
10/31/2013;14,481855; CAMPOS DO JORDAO; A715;-2275027777;-4560388888;-22,75027777;-45,60388888;2013
11/30/2013;15,987083; CAMPOS DO JORDAO; A716;-2275027777;-4560388888;-22,75027777;-45,60388888;2013
12/31/2013;17,274328; CAMPOS DO JORDAO; A717;-2275027777;-4560388888;-22,75027777;-45,60388888;2013
1/31/2014;18,47621; CAMPOS DO JORDAO; A718;-2275027777;-4560388888;-22,75027777;-45,60388888;2014
2/28/2014;18,295387; CAMPOS DO JORDAO; A719;-2275027777;-4560388888;-22,75027777;-45,60388888;2014
3/31/2014;16,916667; CAMPOS DO JORDAO; A720;-2275027777;-4560388888;-22,75027777;-45,60388888;2014
4/30/2014;15,156087; CAMPOS DO JORDAO; A721;-2275027777;-4560388888;-22,75027777;-45,60388888;2014
5/31/2014;12,550719; CAMPOS DO JORDAO; A722;-2275027777;-4560388888;-22,75027777;-45,60388888;2014
6/30/2014;12,732222; CAMPOS DO JORDAO; A723;-2275027777;-4560388888;-22,75027777;-45,60388888;2014
7/31/2014;10,977554; CAMPOS DO JORDAO; A724;-2275027777;-4560388888;-22,75027777;-45,60388888;2014
8/31/2014;12,786156; CAMPOS DO JORDAO; A725;-2275027777;-4560388888;-22,75027777;-45,60388888;2014
9/30/2014;15,225139; CAMPOS DO JORDAO; A726;-2275027777;-4560388888;-22,75027777;-45,60388888;2014
10/31/2014;15,833088; CAMPOS DO JORDAO; A727;-2275027777;-4560388888;-22,75027777;-45,60388888;2014
11/30/2014;16,358333; CAMPOS DO JORDAO; A728;-2275027777;-4560388888;-22,75027777;-45,60388888;2014
12/31/2014;17,433065; CAMPOS DO JORDAO; A729;-2275027777;-4560388888;-22,75027777;-45,60388888;2014
1/31/2015;18,905107; CAMPOS DO JORDAO; A730;-2275027777;-4560388888;-22,75027777;-45,60388888;2015
2/28/2015;17,285119; CAMPOS DO JORDAO; A731;-2275027777;-4560388888;-22,75027777;-45,60388888;2015
3/31/2015;16,55; CAMPOS DO JORDAO; A732;-2275027777;-4560388888;-22,75027777;-45,60388888;2015
4/30/2015;15,48375; CAMPOS DO JORDAO; A733;-2275027777;-4560388888;-22,75027777;-45,60388888;2015
5/31/2015;12,747715; CAMPOS DO JORDAO; A734;-2275027777;-4560388888;-22,75027777;-45,60388888;2015
6/30/2015;12,213472; CAMPOS DO JORDAO; A735;-2275027777;-4560388888;-22,75027777;-45,60388888;2015
7/31/2015;12,844074; CAMPOS DO JORDAO; A736;-2275027777;-4560388888;-22,75027777;-45,60388888;2015
8/31/2015;12,968683; CAMPOS DO JORDAO; A737;-2275027777;-4560388888;-22,75027777;-45,60388888;2015
9/30/2015;15,826667; CAMPOS DO JORDAO; A738;-2275027777;-4560388888;-22,75027777;-45,60388888;2015
10/31/2015;17,830914; CAMPOS DO JORDAO; A739;-2275027777;-4560388888;-22,75027777;-45,60388888;2015
11/30/2015;17,699541; CAMPOS DO JORDAO; A740;-2275027777;-4560388888;-22,75027777;-45,60388888;2015
12/31/2015;17,805645; CAMPOS DO JORDAO; A741;-2275027777;-4560388888;-22,75027777;-45,60388888;2015
1/31/2016;17,457796; CAMPOS DO JORDAO; A742;-2275027777;-4560388888;-22,75027777;-45,60388888;2016
2/29/2016;18,326293; CAMPOS DO JORDAO; A743;-2275027777;-4560388888;-22,75027777;-45,60388888;2016
3/31/2016;17,206989; CAMPOS DO JORDAO; A744;-2275027777;-4560388888;-22,75027777;-45,60388888;2016
4/30/2016;16,673611; CAMPOS DO JORDAO; A745;-2275027777;-4560388888;-22,75027777;-45,60388888;2016
5/31/2016;12,800807; CAMPOS DO JORDAO; A746;-2275027777;-4560388888;-22,75027777;-45,60388888;2016
6/30/2016;10,673889; CAMPOS DO JORDAO; A747;-2275027777;-4560388888;-22,75027777;-45,60388888;2016
7/31/2016;12,302554; CAMPOS DO JORDAO; A748;-2275027777;-4560388888;-22,75027777;-45,60388888;2016
8/31/2016;12,917561; CAMPOS DO JORDAO; A749;-2275027777;-4560388888;-22,75027777;-45,60388888;2016
9/30/2016;14,888194; CAMPOS DO JORDAO; A750;-2275027777;-4560388888;-22,75027777;-45,60388888;2016
10/31/2016;15,843145; CAMPOS DO JORDAO; A751;-2275027777;-4560388888;-22,75027777;-45,60388888;2016
11/30/2016;15,737639; CAMPOS DO JORDAO; A752;-2275027777;-4560388888;-22,75027777;-45,60388888;2016
12/31/2016;; CAMPOS DO JORDAO; A753;-2275027777;-4560388888;-22,75027777;-45,60388888;2016
1/31/2017;; CAMPOS DO JORDAO; A754;-2275027777;-4560388888;-22,75027777;-45,60388888;2017
2/28/2017;; CAMPOS DO JORDAO; A755;-2275027777;-4560388888;-22,75027777;-45,60388888;2017
3/31/2017;15,043382; CAMPOS DO JORDAO; A756;-2275027777;-4560388888;-22,75027777;-45,60388888;2017
4/30/2017;15,045972; CAMPOS DO JORDAO; A757;-2275027777;-4560388888;-22,75027777;-45,60388888;2017
5/31/2017;13,099287; CAMPOS DO JORDAO; A758;-2275027777;-4560388888;-22,75027777;-45,60388888;2017
6/30/2017;12,119444; CAMPOS DO JORDAO; A759;-2275027777;-4560388888;-22,75027777;-45,60388888;2017
7/31/2017;9,864113; CAMPOS DO JORDAO; A760;-2275027777;-4560388888;-22,75027777;-45,60388888;2017
8/31/2017;12,496505; CAMPOS DO JORDAO; A761;-2275027777;-4560388888;-22,75027777;-45,60388888;2017
9/30/2017;14,992639; CAMPOS DO JORDAO; A762;-2275027777;-4560388888;-22,75027777;-45,60388888;2017
10/31/2017;16,700941; CAMPOS DO JORDAO; A763;-2275027777;-4560388888;-22,75027777;-45,60388888;2017
11/30/2017;15,6825; CAMPOS DO JORDAO; A764;-2275027777;-4560388888;-22,75027777;-45,60388888;2017
12/31/2017;17,220833; CAMPOS DO JORDAO; A765;-2275027777;-4560388888;-22,75027777;-45,60388888;2017
1/31/2018;17,335618; CAMPOS DO JORDAO; A766;-2275027777;-4560388888;-22,75027777;-45,60388888;2018
2/28/2018;16,843452; CAMPOS DO JORDAO; A767;-2275027777;-4560388888;-22,75027777;-45,60388888;2018
3/31/2018;17,847984; CAMPOS DO JORDAO; A768;-2275027777;-4560388888;-22,75027777;-45,60388888;2018
4/30/2018;14,863889; CAMPOS DO JORDAO; A769;-2275027777;-4560388888;-22,75027777;-45,60388888;2018
5/31/2018;12,575941; CAMPOS DO JORDAO; A770;-2275027777;-4560388888;-22,75027777;-45,60388888;2018
6/30/2018;12,598889; CAMPOS DO JORDAO; A771;-2275027777;-4560388888;-22,75027777;-45,60388888;2018
7/31/2018;11,7125; CAMPOS DO JORDAO; A772;-2275027777;-4560388888;-22,75027777;-45,60388888;2018
8/31/2018;12,07836; CAMPOS DO JORDAO; A773;-2275027777;-4560388888;-22,75027777;-45,60388888;2018
9/30/2018;14,611528; CAMPOS DO JORDAO; A774;-2275027777;-4560388888;-22,75027777;-45,60388888;2018
10/31/2018;15,809005; CAMPOS DO JORDAO; A775;-2275027777;-4560388888;-22,75027777;-45,60388888;2018
11/30/2018;15,989861; CAMPOS DO JORDAO; A776;-2275027777;-4560388888;-22,75027777;-45,60388888;2018
12/31/2018;17,253495; CAMPOS DO JORDAO; A777;-2275027777;-4560388888;-22,75027777;-45,60388888;2018
1/31/2019;18,869758; CAMPOS DO JORDAO; A778;-2275027777;-4560388888;-22,75027777;-45,60388888;2019
2/28/2019;17,563095; CAMPOS DO JORDAO; A779;-2275027777;-4560388888;-22,75027777;-45,60388888;2019
3/31/2019;17,098118; CAMPOS DO JORDAO; A780;-2275027777;-4560388888;-22,75027777;-45,60388888;2019
4/30/2019;16,449831; CAMPOS DO JORDAO; A781;-2275027777;-4560388888;-22,75027777;-45,60388888;2019
5/31/2019;14,516614; CAMPOS DO JORDAO; A782;-2275027777;-4560388888;-22,75027777;-45,60388888;2019
6/30/2019;12,322065; CAMPOS DO JORDAO; A783;-2275027777;-4560388888;-22,75027777;-45,60388888;2019
7/31/2019;10,631989; CAMPOS DO JORDAO; A784;-2275027777;-4560388888;-22,75027777;-45,60388888;2019
8/31/2019;12,249866; CAMPOS DO JORDAO; A785;-2275027777;-4560388888;-22,75027777;-45,60388888;2019
9/30/2019;15,818056; CAMPOS DO JORDAO; A786;-2275027777;-4560388888;-22,75027777;-45,60388888;2019
10/31/2019;16,922043; CAMPOS DO JORDAO; A787;-2275027777;-4560388888;-22,75027777;-45,60388888;2019
11/30/2019;16,836528; CAMPOS DO JORDAO; A788;-2275027777;-4560388888;-22,75027777;-45,60388888;2019
12/31/2019;17,24422; CAMPOS DO JORDAO; A789;-2275027777;-4560388888;-22,75027777;-45,60388888;2019
1/31/2020;17,78078; CAMPOS DO JORDAO; A790;-2275027777;-4560388888;-22,75027777;-45,60388888;2020
2/29/2020;17,041685; CAMPOS DO JORDAO; A791;-2275027777;-4560388888;-22,75027777;-45,60388888;2020
3/31/2020;15,853397; CAMPOS DO JORDAO; A792;-2275027777;-4560388888;-22,75027777;-45,60388888;2020
4/30/2020;14,523055; CAMPOS DO JORDAO; A793;-2275027777;-4560388888;-22,75027777;-45,60388888;2020
5/31/2020;11,694086; CAMPOS DO JORDAO; A794;-2275027777;-4560388888;-22,75027777;-45,60388888;2020
6/30/2020;13,008376; CAMPOS DO JORDAO; A795;-2275027777;-4560388888;-22,75027777;-45,60388888;2020
7/31/2020;12,430645; CAMPOS DO JORDAO; A796;-2275027777;-4560388888;-22,75027777;-45,60388888;2020
8/31/2020;12,150538; CAMPOS DO JORDAO; A797;-2275027777;-4560388888;-22,75027777;-45,60388888;2020
9/30/2020;16,491944; CAMPOS DO JORDAO; A798;-2275027777;-4560388888;-22,75027777;-45,60388888;2020
10/31/2020;16,63414; CAMPOS DO JORDAO; A799;-2275027777;-4560388888;-22,75027777;-45,60388888;2020
11/30/2020;15,673056; CAMPOS DO JORDAO; A800;-2275027777;-4560388888;-22,75027777;-45,60388888;2020
